ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
844140898X,Fronteras de Lo Imposible,Iker Jimenez,2001,Edaf,http://images.amazon.com/images/P/844140898X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844140898X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844140898X.01.LZZZZZZZ.jpg,$240.96,52285,9,Horror,Swahili
8432206407,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,1995,Planeta Pub Corp,http://images.amazon.com/images/P/8432206407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8432206407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8432206407.01.LZZZZZZZ.jpg,$164.49,83734,8,Action,Persian
739307312,The Da Vinci Code,DAN BROWN,2003,Random House Audio,http://images.amazon.com/images/P/0739307312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.LZZZZZZZ.jpg,$476.90,35905,9,Horror,Marathi
590254715,Spring Fever!,Peter Lerangis,1996,Scholastic,http://images.amazon.com/images/P/0590254715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590254715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590254715.01.LZZZZZZZ.jpg,$134.89,44121,1,Comedy,Khmer
8477021473,Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,1998,Valdemar,http://images.amazon.com/images/P/8477021473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8477021473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8477021473.01.LZZZZZZZ.jpg,$238.92,83289,6,Crime,West Frisian
8420443026,La educaciÃ³n de un hada,Didier Van Cauwelaert,2001,Santillana USA Publishing Company,http://images.amazon.com/images/P/8420443026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420443026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420443026.01.LZZZZZZZ.jpg,$463.83,53856,1,Documentary,Estonian
8440682441,El Circulo Magico,Katherine Neville,1998,Ediciones B,http://images.amazon.com/images/P/8440682441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440682441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440682441.01.LZZZZZZZ.jpg,$311.09,14692,5,Comedy,Georgian
843396951X,13 99 Euros,Frederic Beigbeder,2002,Anagrama,http://images.amazon.com/images/P/843396951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843396951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843396951X.01.LZZZZZZZ.jpg,$197.50,25659,9,Animation,English
8474448174,Mitologia - Guia Ilustrada de Mitos del Mundo,Roy Willis,1997,Debate,http://images.amazon.com/images/P/8474448174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8474448174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8474448174.01.LZZZZZZZ.jpg,$217.76,63704,4,Comedy,Kazakh
8434845091,Falso Movimiento (Gran Angular),Alejandro Gandara,1998,Ediciones SM,http://images.amazon.com/images/P/8434845091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8434845091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8434845091.01.LZZZZZZZ.jpg,$448.97,13658,10,Thriller,Dari
8484509125,El Ultimo Adios,Mary Higgins Clark,2002,Distribooks,http://images.amazon.com/images/P/8484509125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8484509125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8484509125.01.LZZZZZZZ.jpg,$27.80,30671,9,Comedy,Spanish
8484500020,LA Tabla De Flandes,Arturo Perez Reverte,2003,Distribooks,http://images.amazon.com/images/P/8484500020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8484500020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8484500020.01.LZZZZZZZ.jpg,$187.18,19194,5,Comedy,Lao
449210073,Patience and Sarah,Isabel Miller,1985,Fawcett Books,http://images.amazon.com/images/P/0449210073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210073.01.LZZZZZZZ.jpg,$327.78,43370,2,Drama,Chinese
446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,$332.54,31715,7,Horror,Moldovan
553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg,$173.43,30393,3,Drama,West Frisian
380470845,The Fulfillment,LaVyrle Spencer,1979,Avon,http://images.amazon.com/images/P/0380470845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380470845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380470845.01.LZZZZZZZ.jpg,$212.36,23103,3,Drama,Montenegrin
553291025,If I Should Die,Judith Kelman,1993,Bantam Books,http://images.amazon.com/images/P/0553291025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553291025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553291025.01.LZZZZZZZ.jpg,$101.52,13020,9,Comedy,Dhivehi
812549295,The Wood Wife (Tor Fantasy),Terri Windling,1997,Tor Books,http://images.amazon.com/images/P/0812549295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812549295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812549295.01.LZZZZZZZ.jpg,$7.62,88631,2,Drama,Spanish
440162041,North and South,John Jakes,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440162041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440162041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440162041.01.LZZZZZZZ.jpg,$45.88,17376,6,Drama,Luxembourgish
671739778,Lost Lady,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671739778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671739778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671739778.01.LZZZZZZZ.jpg,$334.93,3317,1,Drama,French
679770232,Italy in Mind: An Anthology (Vintage Departures),Alice Leccese Powers,1997,Vintage Books USA,http://images.amazon.com/images/P/0679770232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679770232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679770232.01.LZZZZZZZ.jpg,$21.04,22098,8,Comedy,Spanish
312875495,White As Snow (Fairy Tales),Tanith Lee,2001,Tor Books,http://images.amazon.com/images/P/0312875495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312875495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312875495.01.LZZZZZZZ.jpg,$149.89,68813,8,Animation,Albanian
440212723,Cold Sassy Tree,Olive Ann Burns,1992,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440212723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.LZZZZZZZ.jpg,$440.42,89067,9,Comedy,Kannada
61054267,Ancient Shores,Jack McDevitt,1996,Eos,http://images.amazon.com/images/P/0061054267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061054267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061054267.01.LZZZZZZZ.jpg,$346.03,85932,4,Action,Azeri
553299743,Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),Terry C. Johnston,1995,Bantam Books,http://images.amazon.com/images/P/0553299743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553299743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553299743.01.LZZZZZZZ.jpg,$298.22,51534,1,Documentary,German
671016768,Bloodstream,Tess Gerritsen,1999,Pocket,http://images.amazon.com/images/P/0671016768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.LZZZZZZZ.jpg,$111.57,74716,7,Documentary,Bengali
553276735,No Comebacks: Collected Short Stories,Frederick Forsyth,1983,Bantam Books,http://images.amazon.com/images/P/0553276735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276735.01.LZZZZZZZ.jpg,$493.13,43578,2,Crime,Spanish
786889047,Burning Angel (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1996,Hyperion,http://images.amazon.com/images/P/0786889047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889047.01.LZZZZZZZ.jpg,$145.28,18661,5,Comedy,Catalan
380720191,The List of 7,Mark Frost,1994,Avon,http://images.amazon.com/images/P/0380720191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380720191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380720191.01.LZZZZZZZ.jpg,$266.76,19838,9,Documentary,Latvian
380898179,So Worthy My Love,Kathleen E. Woodiwiss,1989,Harpercollins,http://images.amazon.com/images/P/0380898179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380898179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380898179.01.LZZZZZZZ.jpg,$276.57,42129,10,Comedy,Greek
345314247,Blue Adept (Apprentice Adept (Paperback)),Piers Anthony,1982,Ballantine Books,http://images.amazon.com/images/P/0345314247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345314247.01.LZZZZZZZ.jpg,$268.29,88256,5,Comedy,Tsonga
671646575,Heat and Dust,Ruth Prawer Jhabvala,1987,Touchstone,http://images.amazon.com/images/P/0671646575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671646575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671646575.01.LZZZZZZZ.jpg,$443.96,97406,10,Adventure,Croatian
60955775,Veronika Decides to Die,Paulo Coelho,2001,Perennial,http://images.amazon.com/images/P/0060955775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060955775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060955775.01.LZZZZZZZ.jpg,$434.33,8998,3,Documentary,Punjabi
679723374,Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,Chris Maynard,1989,Villard Books,http://images.amazon.com/images/P/0679723374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723374.01.LZZZZZZZ.jpg,$382.79,58667,4,Comedy,Macedonian
716744481,Bold Science: Seven Scientists Who Are Changing Our World,Ted Anton,2001,Henry Holt &amp; Company,http://images.amazon.com/images/P/0716744481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0716744481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0716744481.01.LZZZZZZZ.jpg,$284.30,85896,9,Action,Northern Sotho
395629497,Treehouses: The Art and Craft of Living Out on a Limb,Peter Nelson,1994,Mariner Books,http://images.amazon.com/images/P/0395629497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395629497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395629497.01.LZZZZZZZ.jpg,$22.44,815,9,Action,Azeri
140259988,Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,Peter Nelson,1997,Penguin Books,http://images.amazon.com/images/P/0140259988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140259988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140259988.01.LZZZZZZZ.jpg,$261.15,15493,1,Thriller,Spanish
743458036,The Royal Physician's Visit: A Novel,Per Olov Enquist,2002,Washington Square Press,http://images.amazon.com/images/P/0743458036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743458036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743458036.01.LZZZZZZZ.jpg,$376.52,34804,2,Comedy,Quechua
441225691,Falcon,Emma Bull,1989,Ace Books,http://images.amazon.com/images/P/0441225691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441225691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441225691.01.LZZZZZZZ.jpg,$185.73,62340,4,Comedy,Pashto
679745963,The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),Maj Sjowall,1993,Vintage Books USA,http://images.amazon.com/images/P/0679745963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745963.01.LZZZZZZZ.jpg,$44.92,81582,2,Drama,Persian
142003409,The Disappearance of Sherlock Holmes,Larry Millett,2003,Penguin Books,http://images.amazon.com/images/P/0142003409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142003409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142003409.01.LZZZZZZZ.jpg,$397.08,54570,4,Comedy,English
451451686,Reaper Man,Terry Pratchett,1992,New Amer Library,http://images.amazon.com/images/P/0451451686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451686.01.LZZZZZZZ.jpg,$164.33,88246,8,Comedy,Tok Pisin
743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743224574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg,$163.27,31594,1,Sci-Fi,Tok Pisin
671010115,"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1998,Pocket,http://images.amazon.com/images/P/0671010115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671010115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671010115.01.LZZZZZZZ.jpg,$376.01,70466,5,Thriller,English
671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,$478.06,88336,4,Comedy,Maltese
375509283,The Threatening Storm: The Case for Invading Iraq,Kenneth M. Pollack,2002,Random House,http://images.amazon.com/images/P/0375509283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375509283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375509283.01.LZZZZZZZ.jpg,$411.23,15975,1,Drama,Malay
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/081297106X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.LZZZZZZZ.jpg,$350.60,94230,2,Documentary,Dutch
312422601,Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,2003,Picador,http://images.amazon.com/images/P/0312422601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312422601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312422601.01.LZZZZZZZ.jpg,$475.22,26109,5,Action,GuaranÃ­
802139256,Peace Like a River,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,$256.48,98078,7,Crime,Dzongkha
553565915,Embraced by the Light,Betty J. Eadie,1994,Bantam Books,http://images.amazon.com/images/P/0553565915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.LZZZZZZZ.jpg,$114.50,96324,5,Drama,Zulu
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg,$171.59,55175,6,Drama,Tamil
345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,http://images.amazon.com/images/P/0345317580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.LZZZZZZZ.jpg,$257.06,16340,9,Crime,Hebrew
345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books,http://images.amazon.com/images/P/0345335287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335287.01.LZZZZZZZ.jpg,$352.80,61480,4,Drama,Dhivehi
345362276,Wizard at Large (Rookies Series),Terry Brooks,1989,Del Rey Books,http://images.amazon.com/images/P/0345362276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345362276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345362276.01.LZZZZZZZ.jpg,$24.52,41813,8,Comedy,Macedonian
373512066,Sweet Enemy,Diana Palmer,2002,Silhouette,http://images.amazon.com/images/P/0373512066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373512066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373512066.01.LZZZZZZZ.jpg,$255.90,93212,5,Comedy,Italian
812505042,The Time Machine,H. G. Wells,1995,Tor Books,http://images.amazon.com/images/P/0812505042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812505042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812505042.01.LZZZZZZZ.jpg,$119.88,56667,9,Drama,Spanish
486270718,The Invisible Man (Dover Thrift Editions),H. G. Wells,1992,Dover Publications,http://images.amazon.com/images/P/0486270718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486270718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486270718.01.LZZZZZZZ.jpg,$385.79,34880,7,Adventure,Albanian
140022651,Journey to the Center of the Earth,Jules Verne,1965,Penguin Books,http://images.amazon.com/images/P/0140022651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140022651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140022651.01.LZZZZZZZ.jpg,$52.48,30792,5,Adventure,Lithuanian
1558504184,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),Elizabeth Moran,1995,Adams Media Corporation,http://images.amazon.com/images/P/1558504184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558504184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558504184.01.LZZZZZZZ.jpg,$216.08,12889,4,Drama,Norwegian
059046678X,The Yearbook,Peter Lerangis,1994,Scholastic,http://images.amazon.com/images/P/059046678X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059046678X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059046678X.01.LZZZZZZZ.jpg,$467.83,62162,9,Comedy,Italian
671740903,SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,Lynn Beach,1992,Aladdin,http://images.amazon.com/images/P/0671740903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671740903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671740903.01.LZZZZZZZ.jpg,$77.03,19487,9,Horror,Gujarati
671740881,EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),Lynn Beach,1991,Aladdin,http://images.amazon.com/images/P/0671740881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671740881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671740881.01.LZZZZZZZ.jpg,$407.23,41395,9,Documentary,Bosnian
380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,Back Bay Books,http://images.amazon.com/images/P/0380570009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380570009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380570009.01.LZZZZZZZ.jpg,$489.20,34230,9,Drama,Portuguese
451077237,Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,Patricia Burstein,1977,Signet Books,http://images.amazon.com/images/P/0451077237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451077237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451077237.01.LZZZZZZZ.jpg,$422.36,69200,9,Action,English
807842613,Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,David Stick,1989,University of North Carolina Press,http://images.amazon.com/images/P/0807842613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807842613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807842613.01.LZZZZZZZ.jpg,$477.21,75851,3,Comedy,Armenian
345283554,Han Solo at Stars' End,Daley,1979,Not Avail,http://images.amazon.com/images/P/0345283554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345283554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345283554.01.LZZZZZZZ.jpg,$202.71,1098,9,Drama,Sotho
345260627,Splinter of the Mind's Eye,Alan Dean Foster,1978,Ballantine Books,http://images.amazon.com/images/P/0345260627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345260627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345260627.01.LZZZZZZZ.jpg,$423.26,8599,7,Adventure,Gagauz
345283929,Empire Strikes Back Wars,Donald F Glut,1980,Ballantine Books,http://images.amazon.com/images/P/0345283929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345283929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345283929.01.LZZZZZZZ.jpg,$179.44,7108,6,Drama,Assamese
068808527X,Close Friends,Peter Jenkins,1989,Harpercollins,http://images.amazon.com/images/P/068808527X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068808527X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068808527X.01.LZZZZZZZ.jpg,$497.29,52573,8,Comedy,Bislama
