ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Price,Yearly_sales,Rating,Genre,Language
553275860,Narcissus and Goldmund,Hermann Hesse,1984,Bantam Books,http://images.amazon.com/images/P/0553275860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275860.01.LZZZZZZZ.jpg,91.81,96285,7.4,Drama,Norwegian
844140898X,Fronteras de Lo Imposible,Iker Jimenez,2001,Edaf,http://images.amazon.com/images/P/844140898X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844140898X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844140898X.01.LZZZZZZZ.jpg,240.96,126630,9.2,Horror,Swahili
8432206407,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,1995,Planeta Pub Corp,http://images.amazon.com/images/P/8432206407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8432206407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8432206407.01.LZZZZZZZ.jpg,164.49,115648,8.2,Action,Persian
739307312,The Da Vinci Code,DAN BROWN,2003,Random House Audio,http://images.amazon.com/images/P/0739307312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0739307312.01.LZZZZZZZ.jpg,476.9,173349,9.6,Horror,Marathi
590254715,Spring Fever!,Peter Lerangis,1996,Scholastic,http://images.amazon.com/images/P/0590254715.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590254715.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590254715.01.LZZZZZZZ.jpg,134.89,18334,1.1,Comedy,Khmer
8477021473,Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,1998,Valdemar,http://images.amazon.com/images/P/8477021473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8477021473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8477021473.01.LZZZZZZZ.jpg,238.92,101202,6.3,Crime,West Frisian
8420443026,La educaciÃ³n de un hada,Didier Van Cauwelaert,2001,Santillana USA Publishing Company,http://images.amazon.com/images/P/8420443026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420443026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420443026.01.LZZZZZZZ.jpg,463.83,10506,1.6,Documentary,Estonian
8440682441,El Circulo Magico,Katherine Neville,1998,Ediciones B,http://images.amazon.com/images/P/8440682441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440682441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440682441.01.LZZZZZZZ.jpg,311.09,70305,5.6,Comedy,Georgian
843396951X,13 99 Euros,Frederic Beigbeder,2002,Anagrama,http://images.amazon.com/images/P/843396951X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/843396951X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/843396951X.01.LZZZZZZZ.jpg,197.5,171801,9.5,Animation,English
8474448174,Mitologia - Guia Ilustrada de Mitos del Mundo,Roy Willis,1997,Debate,http://images.amazon.com/images/P/8474448174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8474448174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8474448174.01.LZZZZZZZ.jpg,217.76,71276,4.8,Comedy,Kazakh
8434845091,Falso Movimiento (Gran Angular),Alejandro Gandara,1998,Ediciones SM,http://images.amazon.com/images/P/8434845091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8434845091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8434845091.01.LZZZZZZZ.jpg,448.97,101000,10,Thriller,Dari
8484509125,El Ultimo Adios,Mary Higgins Clark,2002,Distribooks,http://images.amazon.com/images/P/8484509125.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8484509125.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8484509125.01.LZZZZZZZ.jpg,27.8,124533,9.7,Comedy,Spanish
8484500020,LA Tabla De Flandes,Arturo Perez Reverte,2003,Distribooks,http://images.amazon.com/images/P/8484500020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8484500020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8484500020.01.LZZZZZZZ.jpg,187.18,65625,5.3,Comedy,Lao
449210073,Patience and Sarah,Isabel Miller,1985,Fawcett Books,http://images.amazon.com/images/P/0449210073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210073.01.LZZZZZZZ.jpg,327.78,25070,2.2,Drama,Chinese
446605239,The Notebook,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,332.54,100548,7.7,Horror,Moldovan
553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg,173.43,48480,3.2,Drama,West Frisian
380470845,The Fulfillment,LaVyrle Spencer,1979,Avon,http://images.amazon.com/images/P/0380470845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380470845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380470845.01.LZZZZZZZ.jpg,212.36,41976,3.7,Drama,Montenegrin
553291025,If I Should Die,Judith Kelman,1993,Bantam Books,http://images.amazon.com/images/P/0553291025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553291025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553291025.01.LZZZZZZZ.jpg,101.52,158922,9.1,Comedy,Dhivehi
812549295,The Wood Wife (Tor Fantasy),Terri Windling,1997,Tor Books,http://images.amazon.com/images/P/0812549295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812549295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812549295.01.LZZZZZZZ.jpg,7.62,33696,2.2,Drama,Spanish
440162041,North and South,John Jakes,1983,Dell Publishing Company,http://images.amazon.com/images/P/0440162041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440162041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440162041.01.LZZZZZZZ.jpg,45.88,90948,6.4,Drama,Luxembourgish
671739778,Lost Lady,Jude Deveraux,1991,Pocket,http://images.amazon.com/images/P/0671739778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671739778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671739778.01.LZZZZZZZ.jpg,334.93,12862,1.3,Drama,French
679770232,Italy in Mind: An Anthology (Vintage Departures),Alice Leccese Powers,1997,Vintage Books USA,http://images.amazon.com/images/P/0679770232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679770232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679770232.01.LZZZZZZZ.jpg,21.04,138400,8.4,Comedy,Spanish
312875495,White As Snow (Fairy Tales),Tanith Lee,2001,Tor Books,http://images.amazon.com/images/P/0312875495.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312875495.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312875495.01.LZZZZZZZ.jpg,149.89,117600,8.4,Animation,Albanian
440212723,Cold Sassy Tree,Olive Ann Burns,1992,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440212723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212723.01.LZZZZZZZ.jpg,440.42,111600,9.4,Comedy,Kannada
61054267,Ancient Shores,Jack McDevitt,1996,Eos,http://images.amazon.com/images/P/0061054267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061054267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061054267.01.LZZZZZZZ.jpg,346.03,58344,4.2,Action,Azeri
553299743,Reap the Whirlwind: The Battle of the Rosebud June 1876 (Plainsmen (Paperback)),Terry C. Johnston,1995,Bantam Books,http://images.amazon.com/images/P/0553299743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553299743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553299743.01.LZZZZZZZ.jpg,298.22,19764,1.2,Documentary,German
671016768,Bloodstream,Tess Gerritsen,1999,Pocket,http://images.amazon.com/images/P/0671016768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671016768.01.LZZZZZZZ.jpg,111.57,120946,7.4,Documentary,Bengali
553276735,No Comebacks: Collected Short Stories,Frederick Forsyth,1983,Bantam Books,http://images.amazon.com/images/P/0553276735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553276735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553276735.01.LZZZZZZZ.jpg,493.13,28080,2.2,Crime,Spanish
786889047,Burning Angel (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,1996,Hyperion,http://images.amazon.com/images/P/0786889047.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889047.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889047.01.LZZZZZZZ.jpg,145.28,91520,5.8,Comedy,Catalan
380720191,The List of 7,Mark Frost,1994,Avon,http://images.amazon.com/images/P/0380720191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380720191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380720191.01.LZZZZZZZ.jpg,266.76,147870,9.4,Documentary,Latvian
380898179,So Worthy My Love,Kathleen E. Woodiwiss,1989,Harpercollins,http://images.amazon.com/images/P/0380898179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380898179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380898179.01.LZZZZZZZ.jpg,276.57,109000,10,Comedy,Greek
345314247,Blue Adept (Apprentice Adept (Paperback)),Piers Anthony,1982,Ballantine Books,http://images.amazon.com/images/P/0345314247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345314247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345314247.01.LZZZZZZZ.jpg,268.29,100280,5.8,Comedy,Tsonga
671646575,Heat and Dust,Ruth Prawer Jhabvala,1987,Touchstone,http://images.amazon.com/images/P/0671646575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671646575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671646575.01.LZZZZZZZ.jpg,443.96,212760,10,Adventure,Croatian
60955775,Veronika Decides to Die,Paulo Coelho,2001,Perennial,http://images.amazon.com/images/P/0060955775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060955775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060955775.01.LZZZZZZZ.jpg,434.33,44100,3.2,Documentary,Punjabi
679723374,Manifold Destiny: The One! the Only! Guide to Cooking on Your Car Engine,Chris Maynard,1989,Villard Books,http://images.amazon.com/images/P/0679723374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679723374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679723374.01.LZZZZZZZ.jpg,382.79,70560,4.4,Comedy,Macedonian
716744481,Bold Science: Seven Scientists Who Are Changing Our World,Ted Anton,2001,Henry Holt &amp; Company,http://images.amazon.com/images/P/0716744481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0716744481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0716744481.01.LZZZZZZZ.jpg,284.3,110160,9.7,Action,Northern Sotho
395629497,Treehouses: The Art and Craft of Living Out on a Limb,Peter Nelson,1994,Mariner Books,http://images.amazon.com/images/P/0395629497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395629497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395629497.01.LZZZZZZZ.jpg,22.44,145800,9.7,Action,Azeri
140259988,Home Tree Home: Principles of Treehouse Construction and Other Tall Tales,Peter Nelson,1997,Penguin Books,http://images.amazon.com/images/P/0140259988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140259988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140259988.01.LZZZZZZZ.jpg,261.15,18260,1.5,Thriller,Spanish
743458036,The Royal Physician's Visit: A Novel,Per Olov Enquist,2002,Washington Square Press,http://images.amazon.com/images/P/0743458036.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743458036.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743458036.01.LZZZZZZZ.jpg,376.52,30740,2.4,Comedy,Quechua
441225691,Falcon,Emma Bull,1989,Ace Books,http://images.amazon.com/images/P/0441225691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441225691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441225691.01.LZZZZZZZ.jpg,185.73,71400,4.3,Comedy,Pashto
679745963,The Man on the Balcony: The Story of a Crime (Vintage Crime/Black Lizard),Maj Sjowall,1993,Vintage Books USA,http://images.amazon.com/images/P/0679745963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745963.01.LZZZZZZZ.jpg,44.92,37080,2.7,Drama,Persian
142003409,The Disappearance of Sherlock Holmes,Larry Millett,2003,Penguin Books,http://images.amazon.com/images/P/0142003409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142003409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142003409.01.LZZZZZZZ.jpg,397.08,50904,4.2,Comedy,English
451451686,Reaper Man,Terry Pratchett,1992,New Amer Library,http://images.amazon.com/images/P/0451451686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451451686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451451686.01.LZZZZZZZ.jpg,164.33,93280,8.4,Comedy,Tok Pisin
743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,http://images.amazon.com/images/P/0743224574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg,163.27,12978,1.7,Sci-Fi,Tok Pisin
671010115,"GONE FISHIN : Featuring an Original Easy Rawlins Short Story \Smoke\"" (Easy Rawlins Mysteries (Paperback))""",Walter Mosley,1998,Pocket,http://images.amazon.com/images/P/0671010115.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671010115.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671010115.01.LZZZZZZZ.jpg,376.01,77040,5.6,Thriller,English
671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,478.06,75428,4.1,Comedy,Maltese
375509283,The Threatening Storm: The Case for Invading Iraq,Kenneth M. Pollack,2002,Random House,http://images.amazon.com/images/P/0375509283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375509283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375509283.01.LZZZZZZZ.jpg,411.23,17976,1.6,Drama,Malay
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/081297106X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081297106X.01.LZZZZZZZ.jpg,350.6,24038,2.6,Documentary,Dutch
312422601,Blue Latitudes : Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,2003,Picador,http://images.amazon.com/images/P/0312422601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312422601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312422601.01.LZZZZZZZ.jpg,475.22,53025,5.5,Action,GuaranÃ­
802139256,Peace Like a River,Leif Enger,2002,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,256.48,83720,7.2,Crime,Dzongkha
553565915,Embraced by the Light,Betty J. Eadie,1994,Bantam Books,http://images.amazon.com/images/P/0553565915.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553565915.01.LZZZZZZZ.jpg,114.5,87210,5.7,Drama,Zulu
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg,171.59,61200,6.5,Drama,Tamil
345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,http://images.amazon.com/images/P/0345317580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345317580.01.LZZZZZZZ.jpg,257.06,138123,9.5,Crime,Hebrew
345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books,http://images.amazon.com/images/P/0345335287.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345335287.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345335287.01.LZZZZZZZ.jpg,352.8,80000,4.1,Drama,Dhivehi
345362276,Wizard at Large (Rookies Series),Terry Brooks,1989,Del Rey Books,http://images.amazon.com/images/P/0345362276.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345362276.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345362276.01.LZZZZZZZ.jpg,24.52,99296,8.3,Comedy,Macedonian
373512066,Sweet Enemy,Diana Palmer,2002,Silhouette,http://images.amazon.com/images/P/0373512066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373512066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373512066.01.LZZZZZZZ.jpg,255.9,63525,5.5,Comedy,Italian
812505042,The Time Machine,H. G. Wells,1995,Tor Books,http://images.amazon.com/images/P/0812505042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812505042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812505042.01.LZZZZZZZ.jpg,119.88,147339,9.2,Drama,Spanish
486270718,The Invisible Man (Dover Thrift Editions),H. G. Wells,1992,Dover Publications,http://images.amazon.com/images/P/0486270718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486270718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486270718.01.LZZZZZZZ.jpg,385.79,107016,7.1,Adventure,Albanian
140022651,Journey to the Center of the Earth,Jules Verne,1965,Penguin Books,http://images.amazon.com/images/P/0140022651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140022651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140022651.01.LZZZZZZZ.jpg,52.48,63240,5.9,Adventure,Lithuanian
1558504184,Bradymania!: Everything You Always Wanted to Know - And a Few Things You Probably Didnt (25th Anniversary Edition),Elizabeth Moran,1995,Adams Media Corporation,http://images.amazon.com/images/P/1558504184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558504184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558504184.01.LZZZZZZZ.jpg,216.08,74800,4.4,Drama,Norwegian
059046678X,The Yearbook,Peter Lerangis,1994,Scholastic,http://images.amazon.com/images/P/059046678X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059046678X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059046678X.01.LZZZZZZZ.jpg,467.83,164268,9.4,Comedy,Italian
671740903,SCREAM OF THE CAT (PHANTOM VALLEY ) : SCREAM OF THE CAT,Lynn Beach,1992,Aladdin,http://images.amazon.com/images/P/0671740903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671740903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671740903.01.LZZZZZZZ.jpg,77.03,149400,9.5,Horror,Gujarati
671740881,EVIL ONE (PHANTOM VALLEY 1) : EVIL ONE (Phantom Valley),Lynn Beach,1991,Aladdin,http://images.amazon.com/images/P/0671740881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671740881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671740881.01.LZZZZZZZ.jpg,407.23,162180,9.5,Documentary,Bosnian
380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,Back Bay Books,http://images.amazon.com/images/P/0380570009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380570009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380570009.01.LZZZZZZZ.jpg,489.2,174960,9.8,Drama,Portuguese
451077237,Farrah : An Unauthorized Biography of Farrah Fawcett-Majors,Patricia Burstein,1977,Signet Books,http://images.amazon.com/images/P/0451077237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451077237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451077237.01.LZZZZZZZ.jpg,422.36,102897,9.6,Action,English
807842613,Graveyard of the Atlantic: Shipwrecks of the North Carolina Coast,David Stick,1989,University of North Carolina Press,http://images.amazon.com/images/P/0807842613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807842613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807842613.01.LZZZZZZZ.jpg,477.21,31512,3.3,Comedy,Armenian
345283554,Han Solo at Stars' End,Daley,1979,Not Avail,http://images.amazon.com/images/P/0345283554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345283554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345283554.01.LZZZZZZZ.jpg,202.71,144054,9.6,Drama,Sotho
345260627,Splinter of the Mind's Eye,Alan Dean Foster,1978,Ballantine Books,http://images.amazon.com/images/P/0345260627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345260627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345260627.01.LZZZZZZZ.jpg,423.26,89964,7.2,Adventure,Gagauz
345283929,Empire Strikes Back Wars,Donald F Glut,1980,Ballantine Books,http://images.amazon.com/images/P/0345283929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345283929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345283929.01.LZZZZZZZ.jpg,179.44,71508,6.1,Drama,Assamese
